Seed,Combined_Diff,Diff_CER_Mean,Diff_CER_Std,Diff_Q_Length_Mean,Diff_Q_Length_Std,Diff_Percent_Highlighted,Diff_ECE,X_CER_Mean,X_CER_Std,X_Q_Length_Mean,X_Q_Length_Std,X_Percent_Highlighted,X_ECE,Y_CER_Mean,Y_CER_Std,Y_Q_Length_Mean,Y_Q_Length_Std,Y_Percent_Highlighted,Y_ECE,Diff_CER_Mean_norm,Diff_CER_Std_norm,Diff_Q_Length_Mean_norm,Diff_Q_Length_Std_norm,Diff_Percent_Highlighted_norm,Diff_ECE_norm
41,1.998104299396675,0.04272945812818679,0.06376905249729435,1.7727272727272734,0.8105723992830458,3.5455506562491923,0.03507325609070264,0.07913778480142356,0.13656235457142232,43.5,3.263433774416144,14.336917562724013,0.07933923901235299,0.03640832667323676,0.07279330207412797,41.72727272727273,2.4528613751330983,10.79136690647482,0.04426598292165035,0.39542013866231596,0.14348482302766136,0.5478260869565212,0.4424762808841442,0.17478604320080435,0.29411092666522803
42,1.7147742841417726,-0.021537278643385928,-0.05599681864326417,-1.8545454545454518,-0.4406126909613435,-7.613174056127075,-0.0336801648100753,0.04547425601631403,0.07656350027161485,41.6,2.6153393661244038,8.494208494208493,0.03740828714696279,0.06701153465969996,0.13256031891487902,43.45454545454545,3.0559520570857472,16.10738255033557,0.07108845195703808,0.1943794641205923,0.03853661635480063,0.5739130434782592,0.23906640079918898,0.38827292367841865,0.28060583571051284
43,2.9169582396435976,0.058142613077705546,0.10693739862415752,-1.4727272727272762,-0.23217555778096388,9.380882390861505,0.065723711763745,0.08721134215593337,0.14775346168296669,41.8,2.7856776554368237,17.26618705035971,0.08761034416618639,0.029068729078227825,0.040816063058809166,43.27272727272727,3.0178532132177875,7.885304659498208,0.021886632402441392,0.54163780683985,0.7263855174912519,0.45217391304347876,0.12446426626456802,0.4810500814625098,0.5912466545419387
44,1.4145519016766892,0.02410937051542781,0.06429671134400447,-1.2818181818181813,0.09533614565010673,5.080655568460447,0.04076361470962718,0.06938440557569266,0.1382519857519707,41.9,2.981610303175115,15.185185185185185,0.07694361702753952,0.04527503506026485,0.07395527440796623,43.18181818181818,2.8862741575250084,10.104529616724738,0.03618000231791234,0.2187797427851557,0.15060978230414812,0.39130434782608625,0.04922772621348319,0.2553551438023206,0.3492751587454955
45,0.43427049932761685,-0.008309654095633466,-0.054987699118596106,-0.518181818181823,-0.04146201265916982,-0.847435631229235,-0.019161296429706272,0.052403011731803416,0.07768729135629765,42.3,2.968164415931166,12.109375,0.044419857423480015,0.06071266582743688,0.13267499047489376,42.81818181818182,3.009626428590336,12.956810631229235,0.06358115385318629,0.06889493981425213,0.02491051008709395,0.14782608695652305,0.019606849439955453,0.033177024067276926,0.13985508896251536
46,2.5379528962306113,-0.05931259439411489,-0.09368865002885571,-0.7090909090909037,0.28110063925140905,-9.990638651965881,-0.06297661335929156,0.025687185861170293,0.046028641210088816,42.2,3.1240998703626617,7.114624505928854,0.02302249983995546,0.08499978025528518,0.13971729123894452,42.90909090909091,2.8429992311112526,17.105263157894736,0.08599911319924702,0.5527368933316781,0.5474881204429736,0.208695652173911,0.15136407381441122,0.5130527889989979,0.5646153674686394
47,3.928731231139024,-0.07039171140640973,-0.11154108629839794,-0.8999999999999986,-1.6708671457618307,-11.735590591884208,-0.07618497404672211,0.019883838854730128,0.029734822550013907,42.1,1.9723082923316018,6.415094339622642,0.016925553597655935,0.09027555026113987,0.14127590884841185,43.0,3.6431754380934325,18.15068493150685,0.09311052764437805,0.65783949304663,0.7885489539713515,0.2695652173913035,0.9154803602008035,0.604635590456898,0.6926616160720372
48,3.4048704471619224,-0.06595196512273768,-0.11344348330100962,-1.0909090909090935,-1.3831676523076886,-5.888664805047059,-0.06553482874115343,0.0222094202414155,0.028988819570359696,42.0,2.1447610589527217,9.469696969696969,0.022156519331331392,0.08816138536415317,0.14243230287136932,43.09090909090909,3.5279287112604103,15.358361774744028,0.08769134807248483,0.6157216170488501,0.8142369553302392,0.330434782608696,0.7572984875598997,0.29776304501587764,0.5894155595983597
49,3.531350330223994,-0.07638799976557493,-0.10219316162271427,-1.663636363636364,1.0317804416174639,-8.843564046351396,-0.06913426710472012,0.01674292590469122,0.036198763838269137,41.7,3.3778691508109073,7.661290322580645,0.0202503084134655,0.09313092567026615,0.13839192546098342,43.36363636363637,2.3460887091934435,16.50485436893204,0.08938457551818563,0.7147235835828509,0.6623242482752825,0.513043478260869,0.5641000695101884,0.45284923641960273,0.6243097141752004
50,3.848565057972051,0.07182260218330405,0.11228221073876415,2.154545454545456,1.3026473887910326,6.979839751873868,0.07085281899590759,0.0943770507350564,0.14645150671484464,43.7,3.407345007480165,16.22641509433962,0.09515661947867453,0.02255444855175235,0.03416929597608048,41.54545454545455,2.104697618689132,9.246575342465754,0.02430380048276694,0.6714137102331483,0.7985563318241846,0.6695652173913039,0.7130271337396891,0.35503273607439007,0.6409699287093356
51,3.084152068248917,0.07429858117618343,0.10755029627820475,0.4363636363636303,-0.8429605980202552,6.7801418439716326,0.07983165215850005,0.09567399211227894,0.14493310856037986,42.8,2.5219040425836985,16.0,0.09630399728721045,0.021375410936095497,0.03738281228217511,42.36363636363637,3.3648646406039537,9.219858156028367,0.016472345128710406,0.6949022092446169,0.7346614534543607,0.12173913043478048,0.4602838406619099,0.3445517059482397,0.7280137285050089
52,2.5210455210705875,-0.042342896657911216,-0.09718820893859394,-0.8999999999999986,-1.0258393733144544,-5.383713355048862,-0.049388763509892124,0.03457607515156269,0.04557180669527404,42.1,2.3853720883753127,9.6,0.029022119194269218,0.07691897180947391,0.14276001563386798,43.0,3.411211461689767,14.983713355048861,0.07841088270416134,0.39175300386894657,0.5947425441544545,0.2695652173913035,0.5608335732839538,0.27126095786198834,0.432890224509941
53,1.7512408791720078,0.015927551754496318,0.0650817756078115,2.154545454545456,-0.08146794641203892,7.680699582108032,0.040413697939596344,0.0650986909866333,0.138932402941121,43.7,2.758622844826744,16.483516483516482,0.07882494470919044,0.049171139232136986,0.0738506273333095,41.54545454545455,2.840090791238783,8.80281690140845,0.03841124676959409,0.14116250837774083,0.16121047808310685,0.6695652173913039,0.041602764141784626,0.39181696216898226,0.3458829490090893
54,2.988559741425831,0.08267772187563506,0.10874028827180748,0.6272727272727252,-0.2626179221771596,9.562122853164166,0.07168789827717406,0.10006306581199169,0.1433141908524361,42.9,2.844292530665579,17.391304347826086,0.09306921176892473,0.017385343936356632,0.034573902580628625,42.27272727272727,3.1069104528427385,7.829181494661921,0.02138131349175066,0.7743913481274736,0.7507298744552175,0.182608695652173,0.14120197459346562,0.4905623831457181,0.6490654654517831
55,0.7426091205633518,0.00389282589947635,-0.06233329673175854,-0.8999999999999986,0.4130789160226884,1.138160794379198,-0.009849982893621843,0.05879478696733713,0.07288918546562588,42.1,3.176476034853718,13.178294573643413,0.05114102483757077,0.05490196106786078,0.13522248219738442,43.0,2.76339711883103,12.040133779264215,0.06099100773119261,0.02699447740418326,0.12409786225896667,0.2695652173913035,0.22392788238061603,0.048435567461214135,0.04958811366706816
56,3.980578942472192,0.08971173719248987,0.11871743721411789,-2.0454545454545467,0.43496832208884584,12.987482255774939,0.0782748976263446,0.10374755002558231,0.14335592339187797,41.5,3.0413812651491097,19.25925925925926,0.09794802665710442,0.01403581283309243,0.024638486177760082,43.54545454545455,2.606412943060264,6.2717770034843205,0.019673129030759826,0.8411198875422858,0.8854509738030653,0.6347826086956517,0.23596303475773983,0.6703404062045865,0.7129220314688628
57,2.1939038189942925,0.030724300782788892,0.06367137558397387,1.009090909090908,1.6349424197089917,4.625402965828497,0.039669418364424995,0.07284936904907227,0.13758672981235748,43.1,3.7,14.909090909090908,0.07985997233750677,0.04212506826628338,0.0739153542283836,42.09090909090909,2.0650575802910085,10.28368794326241,0.04019055397308178,0.2815326108396437,0.14216589502332586,0.3043478260869557,0.8957283600393735,0.23146147213937174,0.33866765486562195
58,3.915327962015416,0.10645967075093225,0.1190145720156501,0.054545454545454675,-0.052843882735069236,19.268575851393187,0.10788786477791391,0.11252027712762355,0.13817989216773502,42.6,2.973213749463701,22.426470588235293,0.11435111640518861,0.0060606063766912984,0.01916532015208492,42.54545454545455,3.0260576321987704,3.1578947368421053,0.0064632516272747,1.0,0.8894631748184443,0.0,0.02586478719697208,1.0,1.0
59,2.1796279266417287,-0.03563635279847817,-0.0622292797890525,-1.8545454545454518,-1.2870791953557195,-4.08511077828849,-0.03024647320685067,0.03808902669698,0.07146584300339019,41.6,2.1071307505705477,10.44776119402985,0.043311124277669366,0.07372537949545817,0.1336951227924427,43.45454545454545,3.394209945926267,14.53287197231834,0.07355759748452004,0.32813103887421474,0.1226933250556848,0.5739130434782592,0.7044674871387604,0.20310454665118488,0.24731848544362442
60,1.826829498307174,0.04769399780780077,0.06617680892257564,0.4363636363636303,0.76721971594757,6.148291424887169,0.04151378207758672,0.08173825796693564,0.13689843380049097,42.8,3.370459909270543,15.602836879432624,0.07948086136842472,0.034044260159134865,0.07072162487791532,42.36363636363637,2.603240193322973,9.454545454545455,0.037967079290838,0.4425164935556185,0.17599667530643712,0.12173913043478048,0.4186402686907243,0.31138939920596237,0.3565475311136512
61,1.511739782340907,0.018194349330257285,0.06632434443877842,1.009090909090908,0.43108169475526426,7.053663570691434,0.03299907003215165,0.06628606114536524,0.1392966365988638,43.1,3.1764760348537187,16.176470588235293,0.07354872201690243,0.048091711815107956,0.07297229216008537,42.09090909090909,2.7453943400984544,9.12280701754386,0.04054965198475079,0.16266659737469238,0.17798884231232406,0.3043478260869557,0.23382610367558188,0.358907336851045,0.2740030760403079
62,1.6733314983105418,-0.040995537066324195,-0.0576033121461314,1.2000000000000028,0.03646877360547096,-9.402239983445849,-0.04288920581005301,0.03528183493763208,0.07406099732192528,43.2,2.9597297173897483,7.604562737642586,0.03602016867385083,0.07627737200395628,0.13166430946805668,42.0,2.9232609437842774,17.006802721088434,0.07890937448390384,0.3789712094651577,0.0602290429240416,0.3652173913043482,0.016861485190005264,0.4821710224560837,0.36988134697090513
63,3.265337958948659,-0.07039171140640973,-0.11154108629839794,1.2000000000000028,-0.4864600281164493,-9.950036243139692,-0.07472790583354698,0.019883838854730128,0.029734822550013907,43.2,2.6758176320519302,7.2796934865900385,0.016973287817016583,0.09027555026113987,0.14127590884841185,42.0,3.1622776601683795,17.22972972972973,0.09170119365056356,0.65783949304663,0.7885489539713515,0.3652173913043482,0.26427401433970255,0.5109217948660503,0.6785363114205767
64,1.297968708407562,0.017891319045288998,0.06642329841250273,0.6272727272727252,0.31348949281283467,6.260015507883175,0.034630422028266765,0.06612733099609613,0.13934584435562197,42.9,3.144837038703278,15.849056603773585,0.0785763706646713,0.04823601195080714,0.07292254594311924,42.27272727272727,2.831347545890443,9.58904109589041,0.04394594863640453,0.15979188536405242,0.17932501441941198,0.182608695652173,0.16917199362520832,0.31725317360399424,0.2898179457427222
